"country","year","quarter","vessel_length_category","fishing_technique","gear_type","target_assemblage","mesh_size_range","metier","metier7","supra_region","sub_region","eez_indicator","geo_indicator","specon_tech","deep","total_days_at sea","total_fishing_days","total_kw_days at sea","total_gt_days at sea","total_kw_fishing days","total_gt_fishing days","hours_at_sea","kw_hours_at sea","gt_hours_at sea","confidential"
"Sweden",2013,1,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"90","90","1440","180","1440","180",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","232","8","232","8",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","NK","NK","NK","NK",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"15","15","330","0","330","0",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","NK","NK","NK","NK",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"15","15","300","15","300","15",NA,NA,NA,"N"
"Sweden",2013,1,"VL1218","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","800","156","800","156",NA,NA,NA,"N"
"Sweden",2013,1,"VL1824","TM","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","261","62","261","62",NA,NA,NA,"N"
"Sweden",2013,1,"VL1824","TM","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","783","186","783","186",NA,NA,NA,"N"
"Sweden",2013,1,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"44","33","32824","15488","24618","11616",NA,NA,NA,"N"
"Sweden",2013,1,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"31","20","46610","17625","30325","11450",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"139","139","4388","139","4388","139",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"18","18","733","18","733","18",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","204","0","204","0",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","242","6","242","6",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"194","194","7408","184","7408","184",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"53","53","2169","45","2169","45",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","142","10","142","10",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"165","165","6134","165","6134","165",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"334","334","10456","259","10456","259",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","FWS","NK","FPN_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"61","61","2196","61","2196","61",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"5","5","112","0","112","0",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","249","0","249","0",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","ANA","90D110","GNS_ANA_90-109_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","175","0","175","0",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"75","75","1876","56","1876","56",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","82","0","82","0",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"52","52","1251","36","1251","36",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","FPO","NK","NK","NK","NK",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","165","0","165","0",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"111","111","2217","111","2217","111",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"12","12","240","12","240","12",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","200","10","200","10",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"13","13","260","13","260","13",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"5","5","100","5","100","5",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"204","204","4090","204","4090","204",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","280","14","280","14",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"22","22","430","22","430","22",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"80","80","1603","80","1603","80",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","NO","NK","NK","NK","NK",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","120","6","120","6",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"28","28","1217","55","1217","55",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"9","9","381","17","381","17",NA,NA,NA,"N"
"Sweden",2013,2,"VL0008","PGP","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"9","9","381","17","381","17",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"31","31","3317","124","3317","124",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","880","24","880","24",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"30","30","3210","120","3210","120",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","109","10","109","10",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","FWS","16D32","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"9","9","864","36","864","36",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"87","87","9399","334","9399","334",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","768","32","768","32",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"201","201","30794","1288","30794","1288",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DFN","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","743","33","743","33",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"16","16","1536","192","1536","192",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"23","23","2538","263","2538","263",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","DTS","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","96","12","96","12",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"62","62","4688","363","4688","363",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","FPO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"17","17","1852","84","1852","84",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","FPO","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"19","19","2127","97","2127","97",NA,NA,NA,"N"
"Sweden",2013,2,"VL0812","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"21","21","1210","142","1210","142",NA,NA,NA,"N"
"Sweden",2013,2,"VL1218","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"28","27","8322","502","8022","485",NA,NA,NA,"N"
"Sweden",2013,2,"VL1218","DTS","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","9","2240","240","2016","216",NA,NA,NA,"N"
"Sweden",2013,2,"VL1218","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"17","17","4998","544","4998","544",NA,NA,NA,"N"
"Sweden",2013,2,"VL1218","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"5","5","1000","195","1000","195",NA,NA,NA,"N"
"Sweden",2013,2,"VL1218","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"31","23","10358","2005","7862","1584",NA,NA,NA,"N"
"Sweden",2013,2,"VL1218","DTS","PTB","SPF","32D90","PTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"28","28","8232","882","8232","882",NA,NA,NA,"N"
"Sweden",2013,2,"VL1218","DTS","PTM","SPF","32D90","PTM_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"15","15","4410","472","4410","472",NA,NA,NA,"N"
"Sweden",2013,2,"VL1824","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"37","25","10804","4921","7300","3325",NA,NA,NA,"N"
"Sweden",2013,2,"VL1824","TM","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"17","17","4437","1054","4437","1054",NA,NA,NA,"N"
"Sweden",2013,2,"VL1824","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"31","23","11408","2945","8464","2185",NA,NA,NA,"N"
"Sweden",2013,2,"VL1824","TM","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","1044","248","1044","248",NA,NA,NA,"N"
"Sweden",2013,2,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"51","39","38046","17952","29094","13728",NA,NA,NA,"N"
"Sweden",2013,2,"VL2440","TM","OTB","DEF","110DXX","OTB_DEF_>=120_3_120",NA,"NAO","27.3.D.30",NA,"NGI","BACOMA",NA,"5","1","3205","1445","641","289",NA,NA,NA,"N"
"Sweden",2013,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"12","7","12804","5868","7469","3423",NA,NA,NA,"N"
"Sweden",2013,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"31","22","42515","16351","30050","11566",NA,NA,NA,"N"
"Sweden",2013,2,"VL40XX","TM","PTM","SPF","16D32","PTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"56","40","168000","47376","120000","33840",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"98","98","3120","98","3120","98",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"20","20","813","20","813","20",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","148","0","148","0",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"7","7","308","7","308","7",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"461","461","17015","467","17015","467",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"182","182","6619","200","6619","200",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"12","12","187","12","187","12",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"133","133","4609","168","4609","168",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"411","411","13795","333","13795","333",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","294","23","294","23",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"36","36","754","36","754","36",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","243","0","243","0",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"31","31","1116","31","1116","31",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","54","0","54","0",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","GNS","ANA","90D110","GNS_ANA_90-109_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","139","0","139","0",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"260","260","7408","214","7408","214",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"25","25","925","25","925","25",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"0","0","23","0","23","0",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"70","70","1983","52","1983","52",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","NO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"136","136","2730","136","2730","136",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","NO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","120","6","120","6",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"232","232","4633","232","4633","232",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","NO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","160","8","160","8",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","NO","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"30","30","590","30","590","30",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","NO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"52","52","1047","52","1047","52",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"20","20","902","41","902","41",NA,NA,NA,"N"
"Sweden",2013,3,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","638","29","638","29",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"22","22","2045","94","2045","94",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","FPN","FWS","NK","FPN_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"6","6","663","25","663","25",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","684","38","684","38",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","261","13","261","13",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","GNS","DEF","90D110","GNS_DEF_90-109_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"2","2","214","8","214","8",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"125","125","13164","472","13164","472",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","1448","54","1448","54",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"26","26","2448","102","2448","102",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"140","140","15810","641","15810","641",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","2532","124","2532","124",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"74","74","5348","442","5348","442",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","FPO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","660","40","660","40",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","FPO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"18","18","1943","88","1943","88",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","FPO","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","528","32","528","32",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"47","47","3335","246","3335","246",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","FPO","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"19","19","2108","96","2108","96",NA,NA,NA,"N"
"Sweden",2013,3,"VL0812","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"9","9","450","63","450","63",NA,NA,NA,"N"
"Sweden",2013,3,"VL1218","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","800","156","800","156",NA,NA,NA,"N"
"Sweden",2013,3,"VL1218","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"37","31","15170","3922","12710","3286",NA,NA,NA,"N"
"Sweden",2013,3,"VL1824","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"7","5","2044","931","1460","665",NA,NA,NA,"N"
"Sweden",2013,3,"VL1824","TM","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"4","4","1044","248","1044","248",NA,NA,NA,"N"
"Sweden",2013,3,"VL1824","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"58","53","21344","5510","19504","5035",NA,NA,NA,"N"
"Sweden",2013,3,"VL1824","TM","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","2088","496","2088","496",NA,NA,NA,"N"
"Sweden",2013,3,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"19","15","14174","6688","11190","5280",NA,NA,NA,"N"
"Sweden",2013,3,"VL2440","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"25","23","18375","6800","16905","6256",NA,NA,NA,"N"
"Sweden",2013,3,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"17","12","10897","4913","7692","3468",NA,NA,NA,"N"
"Sweden",2013,4,"VL0008","DFN","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"3","3","132","3","132","3",NA,NA,NA,"N"
"Sweden",2013,4,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"166","166","5608","158","5608","158",NA,NA,NA,"N"
"Sweden",2013,4,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"43","43","1485","38","1485","38",NA,NA,NA,"N"
"Sweden",2013,4,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"14","14","210","14","210","14",NA,NA,NA,"N"
"Sweden",2013,4,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"44","44","1510","36","1510","36",NA,NA,NA,"N"
"Sweden",2013,4,"VL0008","DFN","NK","NK","NK","NK",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"0","0","22","0","22","0",NA,NA,NA,"N"
"Sweden",2013,4,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"11","11","439","16","439","16",NA,NA,NA,"N"
